Date,Open,High,Low,Close,Adj Close,Volume
2023-07-14,29.500000,29.580000,28.860001,29.049999,27.983313,34451100
2023-07-17,28.410000,29.090000,27.950001,28.990000,27.925516,52160800
2023-07-18,29.000000,29.200001,28.709999,28.830000,27.771393,35640400
2023-07-19,28.809999,29.129999,28.570000,29.100000,28.031479,46517700
2023-07-20,29.070000,29.350000,28.879999,29.129999,28.060375,33177100
2023-07-21,29.150000,29.860001,29.129999,29.680000,28.590181,52059200
2023-07-24,29.799999,30.410000,29.760000,30.299999,29.187414,45268100
2023-07-25,30.500000,31.049999,30.200001,31.000000,29.861712,56261000
2023-07-26,30.950001,31.219999,30.629999,31.000000,29.861712,45880200
2023-07-27,30.850000,30.889999,29.379999,29.389999,28.310829,86471900
2023-07-28,29.430000,29.950001,29.320000,29.760000,28.667244,43608600
2023-07-31,30.299999,31.150000,30.299999,31.110001,29.967674,91290800
2023-08-01,31.090000,31.090000,29.950001,30.600000,29.476400,75752400
2023-08-02,30.510000,30.580000,29.799999,30.530001,29.408970,62068400
2023-08-03,30.930000,31.129999,30.620001,30.920000,29.784649,57304400
2023-08-04,30.700001,31.139999,29.740000,30.000000,28.898432,120685800
2023-08-07,29.860001,30.500000,29.860001,30.190001,29.081455,44984900
2023-08-08,29.910000,30.389999,29.719999,30.219999,29.110352,34771300
2023-08-09,30.209999,30.719999,30.160000,30.459999,29.341539,48561500
2023-08-10,30.299999,30.860001,30.120001,30.629999,29.505297,54020200
2023-08-11,30.610001,31.040001,30.160000,30.559999,29.437868,39403200
2023-08-14,30.480000,30.740000,30.270000,30.639999,29.514931,27992700
2023-08-15,32.049999,32.150002,30.850000,30.860001,29.726852,87366200
2023-08-16,31.000000,31.980000,30.879999,31.540001,30.381886,74461000
2023-08-17,31.750000,32.189999,31.309999,31.440001,30.285557,57570600
2023-08-18,31.410000,31.680000,31.180000,31.520000,30.362619,45579700
2023-08-21,31.700001,32.029999,30.969999,31.299999,30.150696,42236900
2023-08-22,30.500000,30.610001,30.240000,30.610001,30.610001,31372200
2023-08-23,31.200001,32.240002,31.090000,32.240002,32.240002,95507400
2023-08-24,32.270000,32.720001,31.840000,32.189999,32.189999,49332300
2023-08-25,32.380001,32.470001,31.799999,31.969999,31.969999,34079000
2023-08-28,32.099998,32.340000,31.860001,32.330002,32.330002,24956100
2023-08-29,32.400002,32.500000,31.990000,32.400002,32.400002,40607500
2023-08-30,32.410000,32.700001,32.299999,32.619999,32.619999,34637900
2023-08-31,32.709999,32.790001,31.879999,31.940001,31.940001,48971500
2023-09-01,32.209999,32.689999,31.959999,32.630001,32.630001,50089200
2023-09-04,32.680000,32.720001,32.209999,32.290001,32.290001,21667400
2023-09-05,32.270000,33.490002,32.220001,33.369999,33.369999,75082900
2023-09-06,33.349998,33.799999,33.220001,33.520000,33.520000,57856500
2023-09-08,33.480000,33.669998,33.259998,33.400002,33.400002,39074100
2023-09-11,33.470001,33.689999,33.330002,33.369999,33.369999,30276200
2023-09-12,33.549999,33.779999,33.490002,33.529999,33.529999,31963000
2023-09-13,33.650002,33.700001,33.029999,33.029999,33.029999,47685700
2023-09-14,33.099998,34.000000,33.099998,33.869999,33.869999,46502100
2023-09-15,33.869999,33.990002,33.610001,33.889999,33.889999,54801500
2023-09-18,34.000000,34.709999,33.849998,34.130001,34.130001,52363400
2023-09-19,34.209999,34.619999,34.070000,34.209999,34.209999,43247200
2023-09-20,34.150002,34.610001,34.009998,34.290001,34.290001,39102300
2023-09-21,34.000000,34.290001,33.630001,33.759998,33.759998,60109400
2023-09-22,34.020000,34.189999,33.810001,34.029999,34.029999,31020500
2023-09-25,33.950001,34.330002,33.930000,34.250000,34.250000,26767200
2023-09-26,34.000000,34.090000,33.459999,33.459999,33.459999,60687500
2023-09-27,33.860001,34.520000,33.779999,34.520000,34.520000,53708700
2023-09-28,34.450001,34.540001,34.209999,34.450001,34.450001,30765000
2023-09-29,34.500000,34.689999,34.250000,34.639999,34.639999,40227600
2023-10-02,34.549999,34.770000,33.930000,34.119999,34.119999,34403400
2023-10-03,33.970001,34.230000,33.630001,33.970001,33.970001,37947300
2023-10-04,33.599998,33.709999,32.389999,32.619999,32.619999,88895900
2023-10-05,32.509998,32.939999,32.290001,32.730000,32.730000,35342000
2023-10-06,32.599998,33.820000,32.330002,33.509998,33.509998,48132800
2023-10-09,34.150002,35.080002,34.099998,34.950001,34.950001,77528400
2023-10-10,34.900002,35.340000,34.740002,35.209999,35.209999,48326500
2023-10-11,35.139999,35.250000,34.490002,35.119999,35.119999,41578500
2023-10-13,35.790001,36.360001,35.779999,36.279999,36.279999,66943700
2023-10-16,36.400002,36.799999,35.959999,36.680000,36.680000,49626600
2023-10-17,36.700001,37.669998,36.630001,37.669998,37.669998,68814800
2023-10-18,37.990002,38.610001,37.910000,38.520000,38.520000,85931700
2023-10-19,38.360001,38.470001,37.919998,38.340000,38.340000,56016600
2023-10-20,38.689999,38.860001,37.389999,37.849998,37.849998,66242400
2023-10-23,36.590000,36.799999,35.259998,35.349998,35.349998,104499100
2023-10-24,35.650002,36.189999,35.169998,35.880001,35.880001,78634900
2023-10-25,36.080002,36.279999,35.750000,36.070000,36.070000,32846500
2023-10-26,35.849998,35.930000,35.150002,35.700001,35.700001,47858600
2023-10-27,36.209999,36.459999,35.169998,35.439999,35.439999,45843100
2023-10-30,35.580002,35.720001,34.860001,35.080002,35.080002,31346900
2023-10-31,35.009998,35.180000,34.490002,34.740002,34.740002,36965200
2023-11-01,35.020000,35.540001,34.900002,35.119999,35.119999,46335300
2023-11-03,35.790001,35.889999,35.049999,35.540001,35.540001,30959700
2023-11-06,35.740002,36.130001,35.509998,35.509998,35.509998,33583600
2023-11-07,35.070000,35.419998,34.660000,34.919998,34.919998,48919900
2023-11-08,34.599998,34.799999,33.910000,34.169998,34.169998,59742900
2023-11-09,34.500000,35.150002,34.360001,34.880001,34.880001,56231100
2023-11-10,34.660000,35.060001,34.509998,34.720001,34.720001,40004800
